node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
YAP1	CCNB1	4451342	4434484	9606.ENSP00000478927	9606.ENSP00000256442	0	0	0	0	0.076	0.181	0	0.323	0.443
RUNX2	GJA1	4443746	4436500	9606.ENSP00000360493	9606.ENSP00000282561	0	0	0	0	0	0	0	0.443	0.443
PPP3CA	ATP2A3	4446333	4442318	9606.ENSP00000378323	9606.ENSP00000353072	0	0	0	0	0.063	0.08	0	0.406	0.443
CTNND1	LCK	4446884	4440823	9606.ENSP00000382004	9606.ENSP00000337825	0	0	0	0	0.061	0.346	0	0.166	0.443
ACTN2	PRKAR1B	4450086	4447267	9606.ENSP00000443495	9606.ENSP00000385749	0	0	0	0	0.088	0	0	0.415	0.443
CAV1	CDH2	4440933	4435864	9606.ENSP00000339191	9606.ENSP00000269141	0	0	0	0	0.078	0	0	0.421	0.443
SLC8A1	KCNJ3	4447160	4437119	9606.ENSP00000384763	9606.ENSP00000295101	0	0	0	0	0.062	0	0	0.43	0.443
NEDD4	GRIN2A	4449308	4446563	9606.ENSP00000424827	9606.ENSP00000379818	0	0	0	0	0	0.407	0	0.098	0.443
BMP2	EP300	4445120	4435224	9606.ENSP00000368104	9606.ENSP00000263253	0	0	0	0	0	0.185	0	0.344	0.443
KCNA2	SPTBN4	4449656	4435249	9606.ENSP00000433109	9606.ENSP00000263373	0	0	0	0	0.213	0.05	0	0.315	0.443
E2F4	GAPDH	4445201	4433451	9606.ENSP00000368686	9606.ENSP00000229239	0	0	0	0	0.062	0	0	0.431	0.443
CCNB2	UBE2S	4436767	4435448	9606.ENSP00000288207	9606.ENSP00000264552	0	0	0	0	0.277	0.164	0	0.152	0.443
CDH5	HEY1	4441389	4440859	9606.ENSP00000344115	9606.ENSP00000338272	0	0	0	0	0.056	0	0	0.434	0.443
CACNA2D1	ATF3	4441912	4441415	9606.ENSP00000349320	9606.ENSP00000344352	0	0	0	0	0.051	0	0	0.437	0.443
ATM	SRSF1	4436300	4434667	9606.ENSP00000278616	9606.ENSP00000258962	0	0	0	0	0.062	0	0	0.43	0.443
GRIA1	KCNC1	4449480	4435667	9606.ENSP00000428994	9606.ENSP00000265969	0	0	0	0	0.23	0	0	0.306	0.443
TMEM158	ASPH	4449214	4445215	9606.ENSP00000422431	9606.ENSP00000368767	0	0	0	0	0.076	0	0	0.422	0.443
HAND2	GJA1	4442266	4436500	9606.ENSP00000352565	9606.ENSP00000282561	0	0	0	0	0.069	0	0	0.426	0.443
MYLPF	GAPDH	4439746	4433451	9606.ENSP00000325239	9606.ENSP00000229239	0	0	0	0	0.133	0.171	0	0.286	0.442
TPR	HNRNPA1	4442896	4441190	9606.ENSP00000356448	9606.ENSP00000341826	0	0	0	0	0.294	0.17	0	0.123	0.442
KCNIP2	KCNE1L	4449082	4443880	9606.ENSP00000420040	9606.ENSP00000361173	0	0	0	0	0.059	0	0	0.431	0.442
KCNAB1	KCNMB1	4449075	4436150	9606.ENSP00000419952	9606.ENSP00000274629	0	0	0	0	0	0	0	0.442	0.442
CTNNB1	FGF13	4441426	4439521	9606.ENSP00000344456	9606.ENSP00000322390	0	0	0	0	0	0.057	0	0.432	0.442
LUC7L3	SCN5A	4449315	4448544	9606.ENSP00000425092	9606.ENSP00000410257	0	0	0	0	0	0	0	0.442	0.442
FOXO3	EGF	4447277	4435570	9606.ENSP00000385824	9606.ENSP00000265171	0	0	0	0	0	0	0	0.442	0.442
CCNA1	GAPDH	4434435	4433451	9606.ENSP00000255465	9606.ENSP00000229239	0	0	0	0	0.061	0	0	0.43	0.442
SRF	SIRT1	4435591	4432849	9606.ENSP00000265354	9606.ENSP00000212015	0	0	0	0	0	0	0	0.442	0.442
DMD	DLG1	4442574	4441548	9606.ENSP00000354923	9606.ENSP00000345731	0	0	0	0	0	0.058	0	0.432	0.442
SCN5A	CBL	4448544	4435363	9606.ENSP00000410257	9606.ENSP00000264033	0	0	0	0	0	0.442	0	0	0.442
HSP90AA1	CUL1	4440643	4439878	9606.ENSP00000335153	9606.ENSP00000326804	0	0	0	0	0.056	0.109	0	0.39	0.442
GJD3	HCN3	4450717	4443089	9606.ENSP00000463752	9606.ENSP00000357342	0	0	0	0	0	0	0	0.442	0.442
CD44	SMAD3	4448037	4440414	9606.ENSP00000398632	9606.ENSP00000332973	0	0	0	0	0.069	0	0	0.425	0.442
ATP2A2	PPP3CA	4449928	4446333	9606.ENSP00000440045	9606.ENSP00000378323	0	0	0	0	0.063	0.08	0	0.405	0.442
CDC5L	SRF	4443756	4435591	9606.ENSP00000360532	9606.ENSP00000265354	0	0	0	0	0	0	0	0.442	0.442
ACTB	CCNA2	4441991	4436109	9606.ENSP00000349960	9606.ENSP00000274026	0	0	0	0	0.061	0.083	0	0.404	0.442
GRIN2A	KCNC1	4446563	4435667	9606.ENSP00000379818	9606.ENSP00000265969	0	0	0	0	0.203	0	0	0.328	0.442
UNC80	UNC13B	4447677	4445066	9606.ENSP00000391088	9606.ENSP00000367756	0	0	0	0	0.079	0	0	0.42	0.442
SCN1B	KCNA4	4447950	4440030	9606.ENSP00000396915	9606.ENSP00000328511	0	0	0	0	0.076	0	0	0.421	0.442
KCNIP4	GRIN1	4445656	4443769	9606.ENSP00000371587	9606.ENSP00000360608	0	0	0	0	0.231	0.297	0	0.05	0.442
ATP2A1	CALM3	4441948	4436903	9606.ENSP00000349595	9606.ENSP00000291295	0	0	0	0	0.063	0.185	0	0.328	0.442
ACTN2	STRN	4450086	4435335	9606.ENSP00000443495	9606.ENSP00000263918	0	0	0	0	0.061	0.063	0	0.416	0.442
IFNAR1	ZAP70	4435926	4435526	9606.ENSP00000270139	9606.ENSP00000264972	0	0	0	0	0.049	0.384	0	0.123	0.442
KCNE3	CASQ2	4438602	4434880	9606.ENSP00000310557	9606.ENSP00000261448	0	0	0	0	0	0	0	0.442	0.442
ABCC9	MRPS7	4434835	4433935	9606.ENSP00000261200	9606.ENSP00000245539	0	0	0	0	0.061	0	0	0.43	0.442
CACNB2	NUP155	4439325	4433538	9606.ENSP00000320025	9606.ENSP00000231498	0	0	0	0	0	0	0	0.442	0.442
KCNAB1	KCNMA1	4449075	4436684	9606.ENSP00000419952	9606.ENSP00000286628	0	0	0	0	0.085	0	0	0.414	0.442
ADAM17	GAPDH	4438549	4433451	9606.ENSP00000309968	9606.ENSP00000229239	0	0	0	0	0	0	0	0.442	0.442
DSG2	ABCC9	4434906	4434835	9606.ENSP00000261590	9606.ENSP00000261200	0	0	0	0	0	0	0	0.442	0.442
CDKN1A	SMAD7	4447168	4435020	9606.ENSP00000384849	9606.ENSP00000262158	0	0	0	0	0.065	0	0	0.427	0.441
ATM	ZAP70	4436300	4435526	9606.ENSP00000278616	9606.ENSP00000264972	0	0	0	0	0	0	0	0.441	0.441
GADD45GIP1	SIRT1	4439574	4432849	9606.ENSP00000323065	9606.ENSP00000212015	0	0	0	0	0	0	0	0.441	0.441
MRPL36	BRCA2	4449248	4445332	9606.ENSP00000423399	9606.ENSP00000369497	0	0	0	0	0	0	0	0.441	0.441
WEE1	E2F1	4448214	4441534	9606.ENSP00000402084	9606.ENSP00000345571	0	0	0	0	0.057	0	0	0.431	0.441
FKBP1A	CALM1	4446979	4441930	9606.ENSP00000383003	9606.ENSP00000349467	0	0	0	0	0.063	0.186	0	0.326	0.441
TNNC2	ACTB	4443965	4441991	9606.ENSP00000361636	9606.ENSP00000349960	0	0	0	0	0.146	0.313	0	0.125	0.441
CTNNBL1	HRASLS5	4442597	4437799	9606.ENSP00000355050	9606.ENSP00000301790	0	0	0	0	0	0	0	0.441	0.441
SCN2B	SNTA1	4436324	4433015	9606.ENSP00000278947	9606.ENSP00000217381	0	0	0	0	0	0	0	0.441	0.441
ATP1A2	RYR1	4442474	4442273	9606.ENSP00000354490	9606.ENSP00000352608	0	0	0	0	0.143	0.185	0	0.263	0.441
NAV1	HRASLS5	4442855	4437799	9606.ENSP00000356265	9606.ENSP00000301790	0	0	0	0	0	0	0	0.441	0.441
CTNNB1	CDKN1B	4441426	4433436	9606.ENSP00000344456	9606.ENSP00000228872	0	0	0	0	0	0	0	0.441	0.441
SKI	TP53	4445073	4435880	9606.ENSP00000367797	9606.ENSP00000269305	0	0	0	0	0	0.395	0	0.113	0.441
SPP1	SELE	4446370	4440292	9606.ENSP00000378517	9606.ENSP00000331736	0	0	0	0	0	0	0	0.441	0.441
SMAD5	SPP1	4450016	4446370	9606.ENSP00000441954	9606.ENSP00000378517	0	0	0	0	0	0	0	0.441	0.441
TPM1	CASQ2	4442096	4434880	9606.ENSP00000351022	9606.ENSP00000261448	0	0	0	0	0.064	0	0	0.428	0.441
CAV1	HCN4	4440933	4434980	9606.ENSP00000339191	9606.ENSP00000261917	0	0	0	0	0	0.08	0	0.418	0.441
NKX2-5	CDH2	4439951	4435864	9606.ENSP00000327758	9606.ENSP00000269141	0	0	0	0	0.089	0	0	0.412	0.441
HRAS	ADAM17	4448459	4438549	9606.ENSP00000407586	9606.ENSP00000309968	0	0	0	0	0	0.157	0	0.364	0.441
TNNI3	CASP3	4441191	4438651	9606.ENSP00000341838	9606.ENSP00000311032	0	0	0	0	0	0	0	0.441	0.441
CDKN1C	INS	4448705	4446661	9606.ENSP00000413720	9606.ENSP00000380432	0	0	0	0	0	0	0	0.441	0.441
XPO1	PTBP1	4447170	4441922	9606.ENSP00000384863	9606.ENSP00000349428	0	0	0	0	0.302	0	0	0.233	0.441
GATA4	CDH1	4440569	4434944	9606.ENSP00000334458	9606.ENSP00000261769	0	0	0	0	0	0	0	0.441	0.441
ACTN1	MYH1	4446270	4433356	9606.ENSP00000377941	9606.ENSP00000226207	0	0	0	0	0.17	0.186	0	0.239	0.441
JUP	GAPDH	4446205	4433451	9606.ENSP00000377508	9606.ENSP00000229239	0.054	0	0	0	0.063	0.178	0	0.324	0.441
KPNB1	TP53	4436840	4435880	9606.ENSP00000290158	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.138	0.441
CDKN1A	TSC2	4447168	4433091	9606.ENSP00000384849	9606.ENSP00000219476	0	0	0	0	0	0.173	0	0.352	0.441
MYBPC3	KCNE2	4450058	4436854	9606.ENSP00000442795	9606.ENSP00000290310	0	0	0	0	0	0	0	0.441	0.441
DLG4	ACTB	4446924	4441991	9606.ENSP00000382428	9606.ENSP00000349960	0	0	0	0	0	0.194	0	0.335	0.441
NEDD4	TP53	4449308	4435880	9606.ENSP00000424827	9606.ENSP00000269305	0	0	0	0	0	0.076	0	0.42	0.441
MYH8	ACTN1	4447104	4446270	9606.ENSP00000384330	9606.ENSP00000377941	0	0	0	0	0.17	0.186	0	0.239	0.441
CD44	MTOR	4448037	4442490	9606.ENSP00000398632	9606.ENSP00000354558	0	0	0	0	0	0	0	0.441	0.441
SUN2	TMEM43	4447251	4438009	9606.ENSP00000385616	9606.ENSP00000303992	0	0	0	0	0	0	0	0.441	0.441
TSPO	GJA1	4446523	4436500	9606.ENSP00000379563	9606.ENSP00000282561	0	0	0	0	0	0	0	0.441	0.441
MAPK8	LCP2	4446429	4432628	9606.ENSP00000378974	9606.ENSP00000046794	0	0	0	0	0	0	0	0.441	0.441
SCN10A	ABCC9	4447660	4434835	9606.ENSP00000390600	9606.ENSP00000261200	0	0	0	0	0.061	0.064	0	0.416	0.441
IFNAR1	GAPDH	4435926	4433451	9606.ENSP00000270139	9606.ENSP00000229239	0	0	0	0	0	0	0	0.441	0.441
CACNA2D3	SCN8A	4449012	4441631	9606.ENSP00000419101	9606.ENSP00000346534	0	0	0	0	0.091	0.261	0	0.234	0.441
CCNE2	ORC2	4449487	4433622	9606.ENSP00000429089	9606.ENSP00000234296	0	0	0	0	0.064	0.26	0	0.258	0.441
CACNA1C	TRPM4	4435696	4434258	9606.ENSP00000266376	9606.ENSP00000252826	0	0	0	0	0	0	0	0.441	0.441
E2F3	MCM4	4435161	4435007	9606.ENSP00000262904	9606.ENSP00000262105	0	0	0	0	0.118	0.14	0	0.322	0.441
AR	ADAM10	4444436	4434780	9606.ENSP00000363822	9606.ENSP00000260408	0	0	0	0	0	0.379	0	0.138	0.441
BRCA2	CTNNB1	4445332	4441426	9606.ENSP00000369497	9606.ENSP00000344456	0	0	0	0	0	0	0	0.441	0.441
KCNA4	CACNA1D	4440030	4436764	9606.ENSP00000328511	9606.ENSP00000288139	0	0	0	0	0.063	0.124	0	0.374	0.441
FKBP1A	INS	4446979	4446661	9606.ENSP00000383003	9606.ENSP00000380432	0	0	0	0	0	0	0	0.441	0.441
SCN3A	TRPA1	4436534	4435031	9606.ENSP00000283254	9606.ENSP00000262209	0	0	0	0	0.061	0.085	0	0.401	0.441
CAMK2G	MAPK1	4439254	4432880	9606.ENSP00000319060	9606.ENSP00000215832	0	0	0.261	0.666	0.062	0.331	0	0.26	0.441
RBMX	GLE1	4443584	4438432	9606.ENSP00000359645	9606.ENSP00000308622	0	0	0	0	0.441	0	0	0	0.441
CEBPB	GAPDH	4438125	4433451	9606.ENSP00000305422	9606.ENSP00000229239	0	0	0	0	0	0	0	0.441	0.441
MYH6	KCNE1	4447300	4440773	9606.ENSP00000386041	9606.ENSP00000337255	0	0	0	0	0.062	0	0	0.429	0.441
JUP	PSEN1	4446205	4439846	9606.ENSP00000377508	9606.ENSP00000326366	0	0	0	0	0.063	0.397	0	0.09	0.441
ATP2A1	CALM1	4441948	4441930	9606.ENSP00000349595	9606.ENSP00000349467	0	0	0	0	0.063	0.185	0	0.327	0.441
MTOR	SMAD2	4442490	4435021	9606.ENSP00000354558	9606.ENSP00000262160	0	0	0	0	0	0	0	0.441	0.441
SNRPE	HSP90AA1	4448130	4440643	9606.ENSP00000400591	9606.ENSP00000335153	0	0	0	0	0.227	0.294	0	0.057	0.441
KCNN2	CACNA1D	4449386	4436764	9606.ENSP00000427120	9606.ENSP00000288139	0	0	0	0	0.063	0	0	0.428	0.441
MAPK8	ADAM17	4446429	4438549	9606.ENSP00000378974	9606.ENSP00000309968	0	0	0	0	0.055	0	0	0.432	0.441
GJC1	GJC3	4448613	4439792	9606.ENSP00000411528	9606.ENSP00000325775	0	0	0	0.871	0.061	0	0.36	0.834	0.44
ATP2A2	HEY2	4449928	4443091	9606.ENSP00000440045	9606.ENSP00000357348	0	0	0	0	0	0	0	0.44	0.44
KCNE1L	SNTA1	4443880	4433015	9606.ENSP00000361173	9606.ENSP00000217381	0	0	0	0	0	0	0	0.44	0.44
ATP1B1	SCN4B	4442961	4439529	9606.ENSP00000356790	9606.ENSP00000322460	0	0	0	0	0.107	0	0	0.398	0.44
WWTR1	TNNC2	4449046	4443965	9606.ENSP00000419465	9606.ENSP00000361636	0	0	0	0	0	0.085	0	0.413	0.44
KCNE2	RANGRF	4436854	4433354	9606.ENSP00000290310	9606.ENSP00000226105	0	0	0	0	0	0	0	0.44	0.44
MRPS14	KCNB1	4449138	4443806	9606.ENSP00000420714	9606.ENSP00000360806	0	0	0	0	0.195	0.301	0	0.086	0.44
JUN	SELE	4443699	4440292	9606.ENSP00000360266	9606.ENSP00000331736	0	0	0	0	0	0	0	0.44	0.44
MEF2C	TBX3	4441087	4434554	9606.ENSP00000340874	9606.ENSP00000257566	0	0	0	0	0	0.054	0	0.432	0.44
DSG2	TNNT2	4434906	4433670	9606.ENSP00000261590	9606.ENSP00000236918	0	0	0	0	0	0	0	0.44	0.44
DAG1	LCP2	4450046	4432628	9606.ENSP00000442600	9606.ENSP00000046794	0	0	0	0	0	0	0	0.44	0.44
NOTCH1	TBX3	4436260	4434554	9606.ENSP00000277541	9606.ENSP00000257566	0	0	0	0	0	0.053	0	0.433	0.44
ISG15	CBL	4445204	4435363	9606.ENSP00000368699	9606.ENSP00000264033	0	0	0	0	0	0.381	0	0.132	0.44
MRPS14	KCNA1	4449138	4445701	9606.ENSP00000420714	9606.ENSP00000371985	0	0	0	0	0.195	0.301	0	0.086	0.44
MCM3	CDC34	4451546	4432863	9606.ENSP00000480987	9606.ENSP00000215574	0	0	0	0	0.187	0.11	0	0.289	0.44
KCNE1	PKP2	4440773	4432648	9606.ENSP00000337255	9606.ENSP00000070846	0	0	0	0	0	0	0	0.44	0.44
ATP1A4	SCNN1B	4443026	4441549	9606.ENSP00000357060	9606.ENSP00000345751	0	0	0	0	0	0	0	0.44	0.44
CCND3	ERBB2	4444072	4435897	9606.ENSP00000362082	9606.ENSP00000269571	0	0	0	0	0	0.079	0	0.416	0.44
MRPS14	KCNA3	4449138	4443386	9606.ENSP00000420714	9606.ENSP00000358784	0	0	0	0	0.195	0.301	0	0.086	0.44
KCNA2	MRPS14	4449656	4449138	9606.ENSP00000433109	9606.ENSP00000420714	0	0	0	0	0.195	0.301	0	0.086	0.44
TSC22D3	RICTOR	4443926	4437335	9606.ENSP00000361458	9606.ENSP00000296782	0	0	0	0	0	0	0	0.44	0.44
MRPS14	KCND2	4449138	4440459	9606.ENSP00000420714	9606.ENSP00000333496	0	0	0	0	0.195	0.301	0	0.086	0.44
MRPS14	KCNQ3	4449138	4445817	9606.ENSP00000420714	9606.ENSP00000373648	0	0	0	0	0.195	0.301	0	0.086	0.44
DYSF	DNM2	4447438	4445839	9606.ENSP00000386881	9606.ENSP00000373905	0	0	0	0	0.083	0	0	0.414	0.44
RYR2	AKAP9	4442696	4441845	9606.ENSP00000355533	9606.ENSP00000348573	0	0	0	0	0	0	0	0.44	0.44
FKBP1A	CALM3	4446979	4436903	9606.ENSP00000383003	9606.ENSP00000291295	0	0	0	0	0.062	0.186	0	0.326	0.44
MRPS14	KCNC1	4449138	4435667	9606.ENSP00000420714	9606.ENSP00000265969	0	0	0	0	0.195	0.301	0	0.086	0.44
PRKACB	HSP90AA1	4443602	4440643	9606.ENSP00000359719	9606.ENSP00000335153	0	0	0	0	0	0.397	0	0.11	0.44
PTPN11	PRPF19	4441096	4433393	9606.ENSP00000340944	9606.ENSP00000227524	0	0	0	0	0	0.379	0	0.136	0.44
SNRPE	AR	4448130	4444436	9606.ENSP00000400591	9606.ENSP00000363822	0	0	0	0	0	0	0	0.44	0.44
KCNIP4	CACNA1E	4445656	4442914	9606.ENSP00000371587	9606.ENSP00000356545	0	0	0	0	0.119	0.185	0	0.283	0.44
AKAP9	GATA5	4441845	4434268	9606.ENSP00000348573	9606.ENSP00000252997	0	0	0	0	0	0	0	0.44	0.44
MRPS14	KCND3	4449138	4439291	9606.ENSP00000420714	9606.ENSP00000319591	0	0	0	0	0.195	0.301	0	0.086	0.44
UBC	IRS1	4449992	4438085	9606.ENSP00000441543	9606.ENSP00000304895	0	0	0	0	0	0.396	0	0.111	0.44
MYL3	TMEM43	4446468	4438009	9606.ENSP00000379210	9606.ENSP00000303992	0	0	0	0	0	0	0	0.44	0.44
XPO1	HNRNPH1	4447170	4441896	9606.ENSP00000384863	9606.ENSP00000349168	0	0	0	0	0.339	0	0	0.186	0.44
MYLPF	GATA6	4439746	4435874	9606.ENSP00000325239	9606.ENSP00000269216	0	0	0	0	0	0.071	0	0.422	0.44
PPP3CA	PRKACB	4446333	4443602	9606.ENSP00000378323	9606.ENSP00000359719	0	0	0	0	0.317	0.064	0	0.194	0.44
ATM	CCND2	4436300	4434845	9606.ENSP00000278616	9606.ENSP00000261254	0	0	0	0	0	0	0	0.44	0.44
INS	CCNA2	4446661	4436109	9606.ENSP00000380432	9606.ENSP00000274026	0	0	0	0	0	0	0	0.44	0.44
CDC7	TP53	4447780	4435880	9606.ENSP00000393139	9606.ENSP00000269305	0	0	0	0	0.064	0	0	0.427	0.44
SCN5A	CAV1	4448544	4440933	9606.ENSP00000410257	9606.ENSP00000339191	0	0	0	0	0	0	0	0.44	0.44
KCNN3	KCNJ5	4451617	4449665	9606.ENSP00000481848	9606.ENSP00000433295	0	0	0	0	0	0	0	0.44	0.44
CDKN2A	CREBBP	4448997	4435065	9606.ENSP00000418915	9606.ENSP00000262367	0	0	0	0	0	0.061	0	0.429	0.44
MRPS14	KCNQ1	4449138	4432663	9606.ENSP00000420714	9606.ENSP00000155840	0	0	0	0	0.195	0.301	0	0.086	0.44
SCN1A	CACNB3	4437975	4437715	9606.ENSP00000303540	9606.ENSP00000301050	0	0	0	0	0.061	0.314	0	0.201	0.44
BSG	MMP7	4440482	4434758	9606.ENSP00000333769	9606.ENSP00000260227	0	0	0	0	0	0	0	0.44	0.44
KCNJ11	CASP3	4441544	4438651	9606.ENSP00000345708	9606.ENSP00000311032	0	0	0	0	0	0	0	0.44	0.44
CDK1	CDC34	4446389	4432863	9606.ENSP00000378699	9606.ENSP00000215574	0	0	0	0	0.061	0.185	0	0.327	0.44
KCNE1	SCN2B	4440773	4436324	9606.ENSP00000337255	9606.ENSP00000278947	0	0	0	0	0	0	0	0.44	0.44
CACNA1D	KCNA5	4436764	4434221	9606.ENSP00000288139	9606.ENSP00000252321	0	0	0	0	0.063	0.124	0	0.372	0.44
CACNB3	ANK3	4437715	4436396	9606.ENSP00000301050	9606.ENSP00000280772	0	0	0	0	0.061	0	0	0.429	0.44
CACNA2D2	SCN7A	4448948	4447427	9606.ENSP00000418081	9606.ENSP00000386796	0	0	0	0	0.062	0.193	0	0.32	0.44
MYC	ADAM17	4451407	4438549	9606.ENSP00000479618	9606.ENSP00000309968	0	0	0	0	0	0	0	0.44	0.44
ENSG00000196689	KCNA4	4450625	4440030	9606.ENSP00000459962	9606.ENSP00000328511	0	0	0	0	0	0	0	0.44	0.44
NOS1AP	CACNA1C	4442613	4435696	9606.ENSP00000355133	9606.ENSP00000266376	0	0	0	0	0.084	0	0	0.413	0.44
KCNAB2	HCN4	4445003	4434980	9606.ENSP00000367323	9606.ENSP00000261917	0	0	0	0	0	0.174	0	0.35	0.44
MYBPC3	ANK2	4450058	4441946	9606.ENSP00000442795	9606.ENSP00000349588	0	0	0	0	0	0	0	0.44	0.44
AKT1	DMD	4450372	4442574	9606.ENSP00000451828	9606.ENSP00000354923	0	0	0	0	0.063	0.085	0	0.4	0.44
SGCD	ABCC9	4440864	4434835	9606.ENSP00000338343	9606.ENSP00000261200	0	0	0	0	0.062	0	0	0.428	0.44
WEE1	MCM2	4448214	4435544	9606.ENSP00000402084	9606.ENSP00000265056	0	0	0	0	0.15	0.118	0	0.312	0.44
ITGAM	JUN	4449997	4443699	9606.ENSP00000441691	9606.ENSP00000360266	0	0	0	0	0	0	0	0.44	0.44
MRPS14	KCNA4	4449138	4440030	9606.ENSP00000420714	9606.ENSP00000328511	0	0	0	0	0.195	0.301	0	0.086	0.44
TMEM43	CASQ2	4438009	4434880	9606.ENSP00000303992	9606.ENSP00000261448	0	0	0	0	0	0	0	0.44	0.44
SRSF3	MRPL51	4444253	4433450	9606.ENSP00000362820	9606.ENSP00000229238	0	0	0	0	0.111	0	0	0.396	0.44
GJA5	KCNN3	4451860	4451617	9606.ENSP00000484552	9606.ENSP00000481848	0	0	0	0	0	0	0	0.44	0.44
MRPS14	KCNA5	4449138	4434221	9606.ENSP00000420714	9606.ENSP00000252321	0	0	0	0	0.195	0.301	0	0.086	0.44
MRPS14	KCNQ2	4449138	4442208	9606.ENSP00000420714	9606.ENSP00000352035	0	0	0	0	0.195	0.301	0	0.086	0.44
MRPS14	KCNA7	4449138	4433156	9606.ENSP00000420714	9606.ENSP00000221444	0	0	0	0	0.195	0.301	0	0.086	0.44
MRPS14	KCND1	4449138	4433045	9606.ENSP00000420714	9606.ENSP00000218176	0	0	0	0	0.195	0.301	0	0.086	0.44
MAML1	DTX1	4436982	4434558	9606.ENSP00000292599	9606.ENSP00000257600	0	0	0	0	0	0	0	0.44	0.44
HRAS	PRKACA	4448459	4438521	9606.ENSP00000407586	9606.ENSP00000309591	0	0	0	0	0.085	0.261	0	0.237	0.439
CDC45	SIRT1	4448376	4432849	9606.ENSP00000405726	9606.ENSP00000212015	0	0	0	0	0.064	0.264	0	0.251	0.439
NLK	SKI	4447146	4445073	9606.ENSP00000384625	9606.ENSP00000367797	0	0	0	0	0	0.439	0	0	0.439
UBE2S	CREBBP	4435448	4435065	9606.ENSP00000264552	9606.ENSP00000262367	0	0	0	0	0	0.371	0	0.146	0.439
SRRT	PRPF40B	4451484	4450249	9606.ENSP00000480421	9606.ENSP00000448073	0	0	0	0	0.192	0.323	0	0.058	0.439
GRIK4	SCN1A	4449760	4437975	9606.ENSP00000435648	9606.ENSP00000303540	0	0	0	0	0.097	0.083	0.36	0.066	0.439
SRC	CALM3	4444215	4436903	9606.ENSP00000362680	9606.ENSP00000291295	0	0	0	0	0.065	0.125	0	0.369	0.439
BMPR1A	CAV1	4443868	4440933	9606.ENSP00000361107	9606.ENSP00000339191	0	0	0	0	0	0.406	0	0.094	0.439
CCNE2	DBF4	4449487	4435639	9606.ENSP00000429089	9606.ENSP00000265728	0	0	0	0	0.178	0.127	0	0.28	0.439
MYH7	DSG2	4441728	4434906	9606.ENSP00000347507	9606.ENSP00000261590	0	0	0	0	0	0.127	0	0.384	0.439
POPDC2	HCN4	4435399	4434980	9606.ENSP00000264231	9606.ENSP00000261917	0	0	0	0	0.058	0	0	0.429	0.439
CDKN3	CCND2	4440665	4434845	9606.ENSP00000335357	9606.ENSP00000261254	0	0	0	0	0.049	0	0	0.434	0.439
ROCK2	VCL	4439164	4432848	9606.ENSP00000317985	9606.ENSP00000211998	0	0	0	0	0.063	0	0	0.426	0.439
SLC8A1	SCNN1A	4447160	4442340	9606.ENSP00000384763	9606.ENSP00000353292	0	0	0	0	0	0	0	0.439	0.439
SCN2A	KCNJ4	4444560	4438228	9606.ENSP00000364586	9606.ENSP00000306497	0	0	0	0	0.23	0.097	0	0.258	0.439
CDKN1C	CDC25A	4448705	4437985	9606.ENSP00000413720	9606.ENSP00000303706	0	0	0	0	0.078	0	0	0.417	0.439
PTEN	E2F2	4443848	4442638	9606.ENSP00000361021	9606.ENSP00000355249	0	0	0	0	0.049	0	0	0.434	0.439
CDKN2A	CUL1	4448997	4439878	9606.ENSP00000418915	9606.ENSP00000326804	0	0	0	0	0.065	0.175	0	0.331	0.439
CAMK2B	RYR1	4446447	4442273	9606.ENSP00000379098	9606.ENSP00000352608	0	0	0	0	0.089	0.097	0	0.372	0.439
AR	CCNH	4444436	4434515	9606.ENSP00000363822	9606.ENSP00000256897	0	0	0	0	0	0.407	0	0.093	0.439
CALM3	MYOD1	4436903	4434114	9606.ENSP00000291295	9606.ENSP00000250003	0	0	0	0	0	0.238	0	0.294	0.439
CASQ2	KCNJ8	4434880	4433784	9606.ENSP00000261448	9606.ENSP00000240662	0	0	0	0	0.082	0	0	0.414	0.439
SCN5A	RBM25	4448544	4434986	9606.ENSP00000410257	9606.ENSP00000261973	0	0	0	0	0.062	0	0	0.427	0.439
GJA5	MYL2	4451860	4433432	9606.ENSP00000484552	9606.ENSP00000228841	0	0	0	0	0	0	0	0.439	0.439
HSP90AA1	MAPK12	4440643	4432867	9606.ENSP00000335153	9606.ENSP00000215659	0	0	0	0	0.055	0.265	0	0.257	0.439
HSP90AA1	PCBP1	4440643	4438137	9606.ENSP00000335153	9606.ENSP00000305556	0	0	0	0	0.296	0.141	0	0.148	0.439
GLE1	SNRPD1	4438432	4437667	9606.ENSP00000308622	9606.ENSP00000300413	0	0	0	0	0.439	0	0	0	0.439
ATP1B1	HNRNPA2B1	4442961	4441649	9606.ENSP00000356790	9606.ENSP00000346694	0	0	0	0	0.052	0.423	0	0.058	0.439
RPS27A	MRPL15	4436015	4434745	9606.ENSP00000272317	9606.ENSP00000260102	0	0	0	0	0.183	0.318	0	0.075	0.439
UBC	E2F1	4449992	4441534	9606.ENSP00000441543	9606.ENSP00000345571	0	0	0	0	0	0.379	0	0.134	0.439
