Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (DrugBank)
Q5M8T4,Q5M8T4_HUMAN,"Connective tissue growth factor (cDNA FLJ77666, highly similar to Homo sapiens connective tissue growth factor (CTGF), mRNA)",CTGF,Homo sapiens (Human),
Q6FHL8,Q6FHL8_HUMAN,CTGF protein,CTGF,Homo sapiens (Human),
A0A0G2JR78,A0A0G2JR78_HUMAN,Gamma-2-syntrophin (Fragment),SNTG2,Homo sapiens (Human),
A0A0G2JS85,A0A0G2JS85_HUMAN,Gamma-2-syntrophin (Fragment),SNTG2,Homo sapiens (Human),
F2Z2D2,F2Z2D2_HUMAN,Gamma-2-syntrophin,SNTG2,Homo sapiens (Human),
Q9NY99,SNTG2_HUMAN,Gamma-2-syntrophin (G2SYN) (Syntrophin-5) (SYN5),SNTG2,Homo sapiens (Human),
Q86SJ6,DSG4_HUMAN,Desmoglein-4 (Cadherin family member 13),DSG4 CDHF13,Homo sapiens (Human),
H0YN26,H0YN26_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,Homo sapiens (Human),
H7BZ09,H7BZ09_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,Homo sapiens (Human),
P39687,AN32A_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI),ANP32A C15orf1 LANP MAPM PHAP1,Homo sapiens (Human),
Q08AJ6,Q08AJ6_HUMAN,ANP32A protein,ANP32A,Homo sapiens (Human),
Q3KPI8,Q3KPI8_HUMAN,ANP32A protein,ANP32A,Homo sapiens (Human),
Q6PKH8,Q6PKH8_HUMAN,ANP32A protein (Fragment),ANP32A,Homo sapiens (Human),
B4DSF6,B4DSF6_HUMAN,"Voltage-dependent calcium channel subunit alpha-2/delta-3 (cDNA FLJ56999, highly similar to Homo sapiens calcium channel, voltage-dependent, alpha 2/delta 3 subunit, mRNA)",CACNA2D3,Homo sapiens (Human),
C9JAV5,C9JAV5_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-3 (Fragment),CACNA2D3,Homo sapiens (Human),
F8WAV4,F8WAV4_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-3,CACNA2D3,Homo sapiens (Human),
Q8IZS8,CA2D3_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-3 (Voltage-gated calcium channel subunit alpha-2/delta-3) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-3; Voltage-dependent calcium channel subunit delta-3],CACNA2D3,Homo sapiens (Human),DB00381;DB06712;DB00421;
D6R9D4,D6R9D4_HUMAN,Mothers against decapentaplegic homolog 5 (Fragment),SMAD5,Homo sapiens (Human),
D6RBB4,D6RBB4_HUMAN,Mothers against decapentaplegic homolog 5 (Fragment),SMAD5,Homo sapiens (Human),
D6RIZ9,D6RIZ9_HUMAN,Mothers against decapentaplegic homolog 5 (Fragment),SMAD5,Homo sapiens (Human),
H0YAK7,H0YAK7_HUMAN,Mothers against decapentaplegic homolog 5 (Fragment),SMAD5,Homo sapiens (Human),
H0YAM3,H0YAM3_HUMAN,Mothers against decapentaplegic homolog 5 (Fragment),SMAD5,Homo sapiens (Human),
Q99717,SMAD5_HUMAN,Mothers against decapentaplegic homolog 5 (MAD homolog 5) (Mothers against DPP homolog 5) (JV5-1) (SMAD family member 5) (SMAD 5) (Smad5) (hSmad5),SMAD5 MADH5,Homo sapiens (Human),
Q9BTX1,NDC1_HUMAN,Nucleoporin NDC1 (hNDC1) (Transmembrane protein 48),NDC1 TMEM48,Homo sapiens (Human),
Q9H488,OFUT1_HUMAN,GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1),POFUT1 FUT12 KIAA0180,Homo sapiens (Human),
M0QXF6,M0QXF6_HUMAN,"Glutamate receptor ionotropic, kainate 5",GRIK5,Homo sapiens (Human),
Q16478,GRIK5_HUMAN,"Glutamate receptor ionotropic, kainate 5 (GluK5) (Excitatory amino acid receptor 2) (EAA2) (Glutamate receptor KA-2) (KA2)",GRIK5 GRIK2,Homo sapiens (Human),DB00142;
F6TDL0,F6TDL0_HUMAN,Phosphatidylinositol 3-kinase regulatory subunit gamma,PIK3R3,Homo sapiens (Human),
Q05DQ0,Q05DQ0_HUMAN,PIK3R3 protein (Fragment),PIK3R3,Homo sapiens (Human),
Q5T4P3,Q5T4P3_HUMAN,Phosphatidylinositol 3-kinase regulatory subunit gamma (Fragment),PIK3R3,Homo sapiens (Human),
Q8N381,Q8N381_HUMAN,"Phosphoinositide-3-kinase, regulatory subunit 3 (Gamma)",PIK3R3,Homo sapiens (Human),
Q92569,P55G_HUMAN,Phosphatidylinositol 3-kinase regulatory subunit gamma (PI3-kinase regulatory subunit gamma) (PI3K regulatory subunit gamma) (PtdIns-3-kinase regulatory subunit gamma) (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (PI3-kinase subunit p55-gamma) (PtdIns-3-kinase regulatory subunit p55-gamma) (p55PIK),PIK3R3,Homo sapiens (Human),DB01064;DB05210;
B8ZZJ2,B8ZZJ2_HUMAN,"Actin, gamma-enteric smooth muscle",ACTG2,Homo sapiens (Human),
C9JFL5,C9JFL5_HUMAN,"Actin, gamma-enteric smooth muscle (Fragment)",ACTG2,Homo sapiens (Human),
F8WB63,F8WB63_HUMAN,"Actin, gamma-enteric smooth muscle",ACTG2,Homo sapiens (Human),
F8WCH0,F8WCH0_HUMAN,"Actin, gamma-enteric smooth muscle",ACTG2,Homo sapiens (Human),
P63267,ACTH_HUMAN,"Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form]",ACTG2 ACTA3 ACTL3 ACTSG,Homo sapiens (Human),
A0A087WW25,A0A087WW25_HUMAN,Cyclin-dependent kinase inhibitor 3,CDKN3,Homo sapiens (Human),
A0A087WWK3,A0A087WWK3_HUMAN,Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48),CDKN3,Homo sapiens (Human),
A0A0S2KP18,A0A0S2KP18_HUMAN,Cyclin-dependent kinase inhibitor 3 splice variant,CDKN3,Homo sapiens (Human),
F5H232,F5H232_HUMAN,Cyclin-dependent kinase inhibitor 3,CDKN3,Homo sapiens (Human),
F8WD24,F8WD24_HUMAN,Cyclin-dependent kinase inhibitor 3,CDKN3,Homo sapiens (Human),
G3V1K6,G3V1K6_HUMAN,Cyclin-dependent kinase inhibitor 3,CDKN3,Homo sapiens (Human),
G3V2J7,G3V2J7_HUMAN,Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48),CDKN3,Homo sapiens (Human),
H7C0S3,H7C0S3_HUMAN,Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48),CDKN3,Homo sapiens (Human),
Q00526,CDK3_HUMAN,Cyclin-dependent kinase 3 (EC 2.7.11.22) (Cell division protein kinase 3),CDK3 CDKN3,Homo sapiens (Human),
Q16667,CDKN3_HUMAN,Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48) (CDK2-associated dual-specificity phosphatase) (Cyclin-dependent kinase interactor 1) (Cyclin-dependent kinase-interacting protein 2) (Kinase-associated phosphatase),CDKN3 CDI1 CIP2 KAP,Homo sapiens (Human),
A7E243,A7E243_HUMAN,CACNA2D4 protein,CACNA2D4,Homo sapiens (Human),
B4DVU4,B4DVU4_HUMAN,"Voltage-dependent calcium channel subunit alpha-2/delta-4 (cDNA FLJ50030, highly similar to Homo sapiens calcium channel, voltage-dependent, alpha 2/delta subunit 4, transcript variant 3, mRNA)",CACNA2D4,Homo sapiens (Human),
E7EUE0,E7EUE0_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4,CACNA2D4,Homo sapiens (Human),
K7EIY9,K7EIY9_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4,CACNA2D4,Homo sapiens (Human),
K7EJY1,K7EJY1_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4,CACNA2D4,Homo sapiens (Human),
K7ER25,K7ER25_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4,CACNA2D4,Homo sapiens (Human),
K7ER98,K7ER98_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4 (Fragment),CACNA2D4,Homo sapiens (Human),
Q7Z3S7,CA2D4_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4 (Voltage-gated calcium channel subunit alpha-2/delta-4) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-4; Voltage-dependent calcium channel subunit delta-4],CACNA2D4,Homo sapiens (Human),
X6RLU5,X6RLU5_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4 (Fragment),CACNA2D4,Homo sapiens (Human),
X6RLY7,X6RLY7_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-4,CACNA2D4,Homo sapiens (Human),
A0A0G2JRL8,A0A0G2JRL8_HUMAN,Kv channel-interacting protein 4 (Fragment),KCNIP4,Homo sapiens (Human),
F5H395,F5H395_HUMAN,Kv channel-interacting protein 4,KCNIP4,Homo sapiens (Human),
Q3YAB7,Q3YAB7_HUMAN,"Potassium channel interacting protein 4 (cDNA FLJ59677, highly similar to Kv channel-interacting protein 4)",KCNIP4,Homo sapiens (Human),
Q4W5B5,Q4W5B5_HUMAN,Uncharacterized protein KCNIP4 (Fragment),KCNIP4,Homo sapiens (Human),
Q6PIL6,KCIP4_HUMAN,Kv channel-interacting protein 4 (KChIP4) (A-type potassium channel modulatory protein 4) (Calsenilin-like protein) (Potassium channel-interacting protein 4),KCNIP4 CALP KCHIP4,Homo sapiens (Human),
A0A0U1RQI5,A0A0U1RQI5_HUMAN,Sorbin and SH3 domain-containing protein 1 (Fragment),SORBS1,Homo sapiens (Human),
A0A3B3IRR9,A0A3B3IRR9_HUMAN,Sorbin and SH3 domain-containing protein 1 (Fragment),SORBS1,Homo sapiens (Human),
A0A3B3IRW8,A0A3B3IRW8_HUMAN,Sorbin and SH3 domain-containing protein 1 (Fragment),SORBS1,Homo sapiens (Human),
A0A3B3IT56,A0A3B3IT56_HUMAN,Sorbin and SH3 domain-containing protein 1 (Fragment),SORBS1,Homo sapiens (Human),
D3DR43,D3DR43_HUMAN,"Sorbin and SH3 domain containing 1, isoform CRA_e",SORBS1 hCG_39490,Homo sapiens (Human),
Q5T925,Q5T925_HUMAN,Sorbin and SH3 domain-containing protein 1 (Fragment),SORBS1,Homo sapiens (Human),
Q9BX66,SRBS1_HUMAN,Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP),SORBS1 KIAA0894 KIAA1296 SH3D5,Homo sapiens (Human),
S4R303,S4R303_HUMAN,Sorbin and SH3 domain-containing protein 1 (Fragment),SORBS1,Homo sapiens (Human),
S4R406,S4R406_HUMAN,Sorbin and SH3 domain-containing protein 1 (Fragment),SORBS1,Homo sapiens (Human),
A0A087WX84,A0A087WX84_HUMAN,A-kinase anchor protein 9,AKAP9,Homo sapiens (Human),
A0A0A0MRE9,A0A0A0MRE9_HUMAN,A-kinase anchor protein 9,AKAP9,Homo sapiens (Human),
A0A0A0MRF6,A0A0A0MRF6_HUMAN,A-kinase anchor protein 9,AKAP9,Homo sapiens (Human),
A0A2R8Y590,A0A2R8Y590_HUMAN,A-kinase anchor protein 9 (Fragment),AKAP9,Homo sapiens (Human),
A4D1E4,A4D1E4_HUMAN,A kinase (PRKA) anchor protein (Yotiao) 9,AKAP9 tcag7.318,Homo sapiens (Human),
H0Y6Q0,H0Y6Q0_HUMAN,A-kinase anchor protein 9 (Fragment),AKAP9,Homo sapiens (Human),
H7BYL6,H7BYL6_HUMAN,A-kinase anchor protein 9 (Fragment),AKAP9,Homo sapiens (Human),
H7BZV6,H7BZV6_HUMAN,A-kinase anchor protein 9 (Fragment),AKAP9,Homo sapiens (Human),
Q6PJH3,Q6PJH3_HUMAN,"A kinase (PRKA) anchor protein (Yotiao) 9, isoform CRA_c (A-kinase anchor protein 9) (AKAP9 protein)",AKAP9 hCG_1812018,Homo sapiens (Human),
Q99996,AKAP9_HUMAN,A-kinase anchor protein 9 (AKAP-9) (A-kinase anchor protein 350 kDa) (AKAP 350) (hgAKAP 350) (A-kinase anchor protein 450 kDa) (AKAP 450) (AKAP 120-like protein) (Centrosome- and Golgi-localized PKN-associated protein) (CG-NAP) (Protein hyperion) (Protein kinase A-anchoring protein 9) (PRKA9) (Protein yotiao),AKAP9 AKAP350 AKAP450 KIAA0803,Homo sapiens (Human),
B4DEH8,B4DEH8_HUMAN,"Polyadenylate-binding protein 2 (cDNA FLJ57714, highly similar to Poly(A)-binding protein 2)",PABPN1,Homo sapiens (Human),
G3V4T2,G3V4T2_HUMAN,Polyadenylate-binding protein 2,PABPN1,Homo sapiens (Human),
H0YJH9,H0YJH9_HUMAN,Polyadenylate-binding protein 2 (Fragment),PABPN1,Homo sapiens (Human),
Q86U42,PABP2_HUMAN,Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1),PABPN1 PAB2 PABP2,Homo sapiens (Human),
Q9NRC6,SPTN5_HUMAN,"Spectrin beta chain, non-erythrocytic 5 (Beta-V spectrin)",SPTBN5 BSPECV HUBSPECV HUSPECV,Homo sapiens (Human),
A0A024R728,A0A024R728_HUMAN,"Met proto-oncogene (Hepatocyte growth factor receptor), isoform CRA_a",MET hCG_38705,Homo sapiens (Human),
A0A024R759,A0A024R759_HUMAN,"Met proto-oncogene (Hepatocyte growth factor receptor), isoform CRA_c",MET hCG_38705,Homo sapiens (Human),
A0PJF7,A0PJF7_HUMAN,MET protein (Fragment),MET,Homo sapiens (Human),
B5A929,B5A929_HUMAN,Soluble MET variant 1,MET,Homo sapiens (Human),
B5A930,B5A930_HUMAN,Soluble MET variant 2,MET,Homo sapiens (Human),
B5A931,B5A931_HUMAN,Soluble MET variant 3,MET,Homo sapiens (Human),
B5A933,B5A933_HUMAN,Soluble MET variant 5,MET,Homo sapiens (Human),
B5A934,B5A934_HUMAN,Soluble MET variant 6,MET,Homo sapiens (Human),
B5A935,B5A935_HUMAN,Soluble MET variant 7,MET,Homo sapiens (Human),
B5A936,B5A936_HUMAN,Soluble MET variant 8,MET,Homo sapiens (Human),
B5A937,B5A937_HUMAN,Soluble MET variant 9,MET,Homo sapiens (Human),
B5A938,B5A938_HUMAN,Soluble MET variant 10,MET,Homo sapiens (Human),
B5A939,B5A939_HUMAN,Soluble MET variant 11,MET,Homo sapiens (Human),
B5A940,B5A940_HUMAN,Soluble MET variant 12,MET,Homo sapiens (Human),
B5A941,B5A941_HUMAN,Soluble MET variant 13,MET,Homo sapiens (Human),
B5A942,B5A942_HUMAN,Soluble MET variant 14,MET,Homo sapiens (Human),
B5A943,B5A943_HUMAN,Soluble MET variant 15,MET,Homo sapiens (Human),
C9JKM5,C9JKM5_HUMAN,Hepatocyte growth factor receptor (Fragment),MET,Homo sapiens (Human),
H7C130,H7C130_HUMAN,Hepatocyte growth factor receptor (Fragment),MET,Homo sapiens (Human),
H7C174,H7C174_HUMAN,Hepatocyte growth factor receptor (Fragment),MET,Homo sapiens (Human),
P08581,MET_HUMAN,Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met),MET,Homo sapiens (Human),DB07969;DB08875;DB08865;DB02152;DB05216;DB06995;DB05153;
Q14825,Q14825_HUMAN,MET protein (Fragment),MET,Homo sapiens (Human),
Q9NWH9,SLTM_HUMAN,SAFB-like transcription modulator (Modulator of estrogen-induced transcription),SLTM MET,Homo sapiens (Human),
Q9UEJ3,Q9UEJ3_HUMAN,Proto-oncogenic met protein (Fragment),MET,Homo sapiens (Human),
A0A3B3ITC2,A0A3B3ITC2_HUMAN,Beta-1-syntrophin,SNTB1,Homo sapiens (Human),
E5RIX7,E5RIX7_HUMAN,Beta-1-syntrophin (Fragment),SNTB1,Homo sapiens (Human),
Q13884,SNTB1_HUMAN,Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (BSYN2) (Syntrophin-2) (Tax interaction protein 43) (TIP-43),SNTB1 SNT2B1,Homo sapiens (Human),
P22460,KCNA5_HUMAN,Potassium voltage-gated channel subfamily A member 5 (HPCN1) (Voltage-gated potassium channel HK2) (Voltage-gated potassium channel subunit Kv1.5),KCNA5,Homo sapiens (Human),DB06637;
I3L0P1,I3L0P1_HUMAN,Voltage-gated potassium channel subunit beta-3,KCNAB3,Homo sapiens (Human),
I3L4I8,I3L4I8_HUMAN,Voltage-gated potassium channel subunit beta-3,KCNAB3,Homo sapiens (Human),
O43448,KCAB3_HUMAN,Voltage-gated potassium channel subunit beta-3 (K(+) channel subunit beta-3) (Kv-beta-3),KCNAB3 KCNA3B,Homo sapiens (Human),
A0A0J9YW81,A0A0J9YW81_HUMAN,Small conductance calcium-activated potassium channel protein 2 (Fragment),KCNN2,Homo sapiens (Human),
A0A3F2YNY5,A0A3F2YNY5_HUMAN,Small conductance calcium-activated potassium channel protein 2,KCNN2,Homo sapiens (Human),
D6RGY7,D6RGY7_HUMAN,Small conductance calcium-activated potassium channel protein 2,KCNN2,Homo sapiens (Human),
Q9H2S1,KCNN2_HUMAN,Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2),KCNN2,Homo sapiens (Human),DB01110;DB00721;
A0A0A0MT39,A0A0A0MT39_HUMAN,Sodium channel protein,SCN5A,Homo sapiens (Human),
A3EY18,A3EY18_HUMAN,Cardiac sodium channel alpha subunit variant (Fragment),SCN5A,Homo sapiens (Human),
A3EY19,A3EY19_HUMAN,Cardiac sodium channel alpha subunit variant (Fragment),SCN5A,Homo sapiens (Human),
A3EY20,A3EY20_HUMAN,Cardiac sodium channel alpha subunit variant (Fragment),SCN5A,Homo sapiens (Human),
A3EY21,A3EY21_HUMAN,Cardiac sodium channel alpha subunit (Sodium channel protein type 5 subunit alpha) (Fragment),SCN5A,Homo sapiens (Human),
D3YHE8,D3YHE8_HUMAN,Sodium channel type V alpha subunit (Fragment),SCN5A,Homo sapiens (Human),
E9PG18,E9PG18_HUMAN,Sodium channel protein,SCN5A,Homo sapiens (Human),
E9PHB6,E9PHB6_HUMAN,Sodium channel protein,SCN5A,Homo sapiens (Human),
H9KVD2,H9KVD2_HUMAN,Sodium channel protein,SCN5A,Homo sapiens (Human),
K4DIA1,K4DIA1_HUMAN,Sodium channel protein,SCN5A,Homo sapiens (Human),
Q14524,SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha (HH1) (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5),SCN5A,Homo sapiens (Human),DB01426;DB01429;DB00868;DB00564;DB00527;DB00907;DB00280;DB01228;DB00754;DB01195;DB01320;DB00473;DB00192;DB00281;DB00532;DB00379;DB00680;DB00776;DB00252;DB00750;DB01035;DB01182;DB00908;DB01346;DB00243;DB00740;DB01056;DB00313;DB00661;DB00909;
Q2QFB5,Q2QFB5_HUMAN,Voltage-gated sodium channel type V alpha (Fragment),SCN5A,Homo sapiens (Human),
Q86V90,Q86V90_HUMAN,SCN5A protein (Sodium channel protein type 5 subunit alpha),SCN5A,Homo sapiens (Human),
Q8WTQ6,Q8WTQ6_HUMAN,Nav1.5 (Fragment),SCN5A,Homo sapiens (Human),
Q8WTS0,Q8WTS0_HUMAN,Nav1.5 (Fragment),SCN5A,Homo sapiens (Human),
Q8WWN5,Q8WWN5_HUMAN,Nav1.5 (Fragment),SCN5A,Homo sapiens (Human),
Q8WWN6,Q8WWN6_HUMAN,Nav1.5 (Fragment),SCN5A,Homo sapiens (Human),
S5NU80,S5NU80_HUMAN,Sodium channel protein,SCN5A,Homo sapiens (Human),
P14780,MMP9_HUMAN,Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9],MMP9 CLG4B,Homo sapiens (Human),DB03683;DB05387;DB01197;DB01296;DB00786;DB01017;DB05495;
E5RJ37,E5RJ37_HUMAN,Tyrosine-protein kinase Lyn (Fragment),LYN,Homo sapiens (Human),
P07948,LYN_HUMAN,Tyrosine-protein kinase Lyn (EC 2.7.10.2) (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),LYN JTK8,Homo sapiens (Human),DB06616;DB09079;DB08901;
Q6NUK7,Q6NUK7_HUMAN,Tyrosine-protein kinase (EC 2.7.10.2) (Fragment),LYN,Homo sapiens (Human),
P15172,MYOD1_HUMAN,Myoblast determination protein 1 (Class C basic helix-loop-helix protein 1) (bHLHc1) (Myogenic factor 3) (Myf-3),MYOD1 BHLHC1 MYF3 MYOD,Homo sapiens (Human),
A0A087X2B3,A0A087X2B3_HUMAN,Neuronal cell adhesion molecule,NRCAM,Homo sapiens (Human),
A0A1B1PFW4,A0A1B1PFW4_HUMAN,Neuronal cell adhesion molecule (Fragment),NRCAM,Homo sapiens (Human),
A0A1S5UZH4,A0A1S5UZH4_HUMAN,Neuronal cell adhesion molecule,NRCAM,Homo sapiens (Human),
C9J8B6,C9J8B6_HUMAN,Neuronal cell adhesion molecule (Fragment),NRCAM,Homo sapiens (Human),
C9JF43,C9JF43_HUMAN,Neuronal cell adhesion molecule (Fragment),NRCAM,Homo sapiens (Human),
C9JH43,C9JH43_HUMAN,Neuronal cell adhesion molecule (Fragment),NRCAM,Homo sapiens (Human),
C9JUR7,C9JUR7_HUMAN,Neuronal cell adhesion molecule (Fragment),NRCAM,Homo sapiens (Human),
C9JYY6,C9JYY6_HUMAN,Neuronal cell adhesion molecule,NRCAM,Homo sapiens (Human),
F8W775,F8W775_HUMAN,Neuronal cell adhesion molecule,NRCAM,Homo sapiens (Human),
H7C132,H7C132_HUMAN,Neuronal cell adhesion molecule (Fragment),NRCAM,Homo sapiens (Human),
Q14CA1,Q14CA1_HUMAN,NRCAM protein,NRCAM,Homo sapiens (Human),
Q4KMQ7,Q4KMQ7_HUMAN,NRCAM protein,NRCAM,Homo sapiens (Human),
Q6QRP2,Q6QRP2_HUMAN,Neuronal cell adhesion molecule short isoform,NRCAM,Homo sapiens (Human),
Q75ML9,Q75ML9_HUMAN,Uncharacterized protein NRCAM (Fragment),NRCAM,Homo sapiens (Human),
Q92823,NRCAM_HUMAN,Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related),NRCAM KIAA0343,Homo sapiens (Human),
D9DBS9,D9DBS9_HUMAN,Mutant Allgrove syndrome protein (Fragment),AAAS,Homo sapiens (Human),
D9DBT0,D9DBT0_HUMAN,Mutant Allgrove syndrome protein (Fragment),AAAS,Homo sapiens (Human),
D9DBT1,D9DBT1_HUMAN,Mutant Allgrove syndrome protein (Fragment),AAAS,Homo sapiens (Human),
D9DBT2,D9DBT2_HUMAN,Mutant Allgrove syndrome protein (Fragment),AAAS,Homo sapiens (Human),
D9DBT3,D9DBT3_HUMAN,Mutant Allgrove syndrome protein (Fragment),AAAS,Homo sapiens (Human),
F8VUB6,F8VUB6_HUMAN,Aladin (Fragment),AAAS,Homo sapiens (Human),
F8VZ44,F8VZ44_HUMAN,Aladin,AAAS,Homo sapiens (Human),
H3BU82,H3BU82_HUMAN,Aladin (Fragment),AAAS,Homo sapiens (Human),
Q9NRG9,AAAS_HUMAN,Aladin (Adracalin),AAAS ADRACALA GL003,Homo sapiens (Human),
H7C549,H7C549_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1F (Fragment),CACNA1F,Homo sapiens (Human),
O60840,CAC1F_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4),CACNA1F CACNAF1,Homo sapiens (Human),DB00568;DB04920;DB04855;DB01388;DB00393;DB00421;DB00661;
A0A2R8Y2Y1,A0A2R8Y2Y1_HUMAN,Arginine/serine-rich protein PNISR (Fragment),PNISR,Homo sapiens (Human),
Q8TF01,PNISR_HUMAN,"Arginine/serine-rich protein PNISR (PNN-interacting serine/arginine-rich protein) (SR-related protein) (SR-rich protein) (Serine/arginine-rich-splicing regulatory protein 130) (SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)",PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306,Homo sapiens (Human),
A0A024R300,A0A024R300_HUMAN,Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase),HYAL2 hCG_1999725,Homo sapiens (Human),
C9J700,C9J700_HUMAN,Hyaluronidase-2 (Fragment),HYAL2,Homo sapiens (Human),
C9JBF5,C9JBF5_HUMAN,Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase) (Fragment),HYAL2,Homo sapiens (Human),
C9JSD1,C9JSD1_HUMAN,Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase) (Fragment),HYAL2,Homo sapiens (Human),
C9JSI7,C9JSI7_HUMAN,Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase) (Fragment),HYAL2,Homo sapiens (Human),
C9K016,C9K016_HUMAN,Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase) (Fragment),HYAL2,Homo sapiens (Human),
Q12891,HYAL2_HUMAN,Hyaluronidase-2 (Hyal-2) (EC 3.2.1.35) (Hyaluronoglucosaminidase-2) (Lung carcinoma protein 2) (LuCa-2),HYAL2 LUCA2,Homo sapiens (Human),
Q5ZEZ9,Q5ZEZ9_HUMAN,Hyaluronoglucosaminidase 2 (Fragment),HYAL2,Homo sapiens (Human),
Q5ZF00,Q5ZF00_HUMAN,Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase) (Fragment),HYAL2,Homo sapiens (Human),
Q6ZMU5,TRI72_HUMAN,Tripartite motif-containing protein 72 (Mitsugumin-53) (Mg53),TRIM72 MG53,Homo sapiens (Human),
A0A024RD16,A0A024RD16_HUMAN,"Serum response factor (C-fos serum response element-binding transcription factor), isoform CRA_a",SRF hCG_17638,Homo sapiens (Human),
P11831,SRF_HUMAN,Serum response factor (SRF),SRF,Homo sapiens (Human),
A0A087X191,A0A087X191_HUMAN,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",LFNG,Homo sapiens (Human),
Q8NES3,LFNG_HUMAN,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)",LFNG,Homo sapiens (Human),
A0A2P9DU05,A0A2P9DU05_HUMAN,Rho-associated protein kinase (EC 2.7.11.1),ROCK2,Homo sapiens (Human),
C9JFJ0,C9JFJ0_HUMAN,Rho-associated protein kinase 2 (Fragment),ROCK2,Homo sapiens (Human),
D6REE7,D6REE7_HUMAN,Rho-associated protein kinase 2,ROCK2,Homo sapiens (Human),
E9PF63,E9PF63_HUMAN,Rho-associated protein kinase 2,ROCK2,Homo sapiens (Human),
